resume_id,user_id,education,major,years_experience,city,current_job,current_job_name,target_job,target_job_name,skills,skill_levels,work_experience,project_experience,self_introduction,resume_text,source
CR0209,u209,本科,网络工程,4,北京,15-1244.00,网络与计算机系统管理员,15-1212.00,信息安全分析师,阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、设备选型、编程、运营监控、操作与控制、设备维护、故障排查、修复、质量控制分析、判断与决策、系统分析、系统评估、时间管理、财务资源管理、物资资源管理、人员资源管理,"{""2.A.1.a"": 0.540818, ""2.A.1.b"": 0.509198, ""2.A.1.c"": 0.51245, ""2.A.1.d"": 0.538547, ""2.A.1.e"": 0.451422, ""2.A.1.f"": 0.360141, ""2.A.2.a"": 0.530608, ""2.A.2.b"": 0.432981, ""2.A.2.c"": 0.411835, ""2.A.2.d"": 0.613593, ""2.B.1.a"": 0.442911, ""2.B.1.b"": 0.484805, ""2.B.1.c"": 0.373088, ""2.B.1.d"": 0.374049, ""2.B.1.e"": 0.433547, ""2.B.1.f"": 0.397195, ""2.B.2.i"": 0.588216, ""2.B.3.a"": 0.498825, ""2.B.3.b"": 0.375742, ""2.B.3.c"": 0.528215, ""2.B.3.d"": 0.270521, ""2.B.3.e"": 0.456236, ""2.B.3.g"": 0.472085, ""2.B.3.h"": 0.53344, ""2.B.3.j"": 0.448017, ""2.B.3.k"": 0.56978, ""2.B.3.l"": 0.417724, ""2.B.3.m"": 0.476109, ""2.B.4.e"": 0.516906, ""2.B.4.g"": 0.548886, ""2.B.4.h"": 0.561054, ""2.B.5.a"": 0.421495, ""2.B.5.b"": 0.421993, ""2.B.5.c"": 0.381705, ""2.B.5.d"": 0.415285}",在北京参与网络与计算机系统管理员工作4年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责网络与计算机系统管理员相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用网络工程知识解决实际业务问题。,我具备本科学历，专业为网络工程，目标方向是信息安全分析师。重视工程质量、团队协作和持续学习。,"求职方向：信息安全分析师
教育背景：本科｜网络工程
工作经历：在北京参与网络与计算机系统管理员工作4年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责网络与计算机系统管理员相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用网络工程知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、设备选型、编程、运营监控、操作与控制、设备维护、故障排查、修复、质量控制分析、判断与决策、系统分析、系统评估、时间管理、财务资源管理、物资资源管理、人员资源管理
自我评价：我具备本科学历，专业为网络工程，目标方向是信息安全分析师。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
CR0210,u210,本科,信息安全,0,上海,15-1251.00,计算机程序员,15-1252.00,软件开发工程师,阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、编程、运营监控、操作与控制、故障排查、质量控制分析、判断与决策、系统分析、系统评估、时间管理、物资资源管理、人员资源管理,"{""2.A.1.a"": 0.532964, ""2.A.1.b"": 0.526956, ""2.A.1.c"": 0.465573, ""2.A.1.d"": 0.489356, ""2.A.1.e"": 0.388359, ""2.A.1.f"": 0.452431, ""2.A.2.a"": 0.531852, ""2.A.2.b"": 0.504238, ""2.A.2.c"": 0.386885, ""2.A.2.d"": 0.530926, ""2.B.1.a"": 0.408001, ""2.B.1.b"": 0.44443, ""2.B.1.c"": 0.37939, ""2.B.1.d"": 0.313588, ""2.B.1.e"": 0.403595, ""2.B.1.f"": 0.344086, ""2.B.2.i"": 0.587573, ""2.B.3.a"": 0.448508, ""2.B.3.b"": 0.335994, ""2.B.3.c"": 0.214361, ""2.B.3.d"": 0.199635, ""2.B.3.e"": 0.837156, ""2.B.3.g"": 0.347303, ""2.B.3.h"": 0.320379, ""2.B.3.j"": 0.224442, ""2.B.3.k"": 0.324112, ""2.B.3.l"": 0.186918, ""2.B.3.m"": 0.518941, ""2.B.4.e"": 0.489012, ""2.B.4.g"": 0.504558, ""2.B.4.h"": 0.4832, ""2.B.5.a"": 0.350511, ""2.B.5.b"": 0.22233, ""2.B.5.c"": 0.315841, ""2.B.5.d"": 0.383961}",在上海参与计算机程序员工作0年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责计算机程序员相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用信息安全知识解决实际业务问题。,我具备本科学历，专业为信息安全，目标方向是软件开发工程师。重视工程质量、团队协作和持续学习。,"求职方向：软件开发工程师
教育背景：本科｜信息安全
工作经历：在上海参与计算机程序员工作0年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责计算机程序员相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用信息安全知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、编程、运营监控、操作与控制、故障排查、质量控制分析、判断与决策、系统分析、系统评估、时间管理、物资资源管理、人员资源管理
自我评价：我具备本科学历，专业为信息安全，目标方向是软件开发工程师。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
CR0211,u211,硕士,计算机科学与技术,7,广州,15-1252.00,软件开发工程师,15-1253.00,软件质量保证分析师与测试工程师,阅读理解、积极倾听、书面表达、口头表达、数学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、技术设计、运营监控、操作与控制、故障排查、判断与决策、系统分析、系统评估、时间管理、人员资源管理,"{""2.A.1.a"": 0.533784, ""2.A.1.b"": 0.599813, ""2.A.1.c"": 0.446089, ""2.A.1.d"": 0.530778, ""2.A.1.e"": 0.44313, ""2.A.1.f"": 0.175975, ""2.A.2.a"": 0.589454, ""2.A.2.b"": 0.469872, ""2.A.2.c"": 0.390344, ""2.A.2.d"": 0.529278, ""2.B.1.a"": 0.455501, ""2.B.1.b"": 0.414043, ""2.B.1.c"": 0.397264, ""2.B.1.d"": 0.347738, ""2.B.1.e"": 0.390651, ""2.B.1.f"": 0.403939, ""2.B.2.i"": 0.444622, ""2.B.3.a"": 0.14987, ""2.B.3.b"": 0.555508, ""2.B.3.c"": 0.184872, ""2.B.3.d"": 0.251585, ""2.B.3.e"": 0.225749, ""2.B.3.g"": 0.361259, ""2.B.3.h"": 0.288131, ""2.B.3.j"": 0.245478, ""2.B.3.k"": 0.394392, ""2.B.3.l"": 0.247072, ""2.B.3.m"": 0.247391, ""2.B.4.e"": 0.509803, ""2.B.4.g"": 0.547471, ""2.B.4.h"": 0.582154, ""2.B.5.a"": 0.401617, ""2.B.5.b"": 0.181465, ""2.B.5.c"": 0.257491, ""2.B.5.d"": 0.31864}",在广州参与软件开发工程师工作7年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责软件开发工程师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用计算机科学与技术知识解决实际业务问题。,我具备硕士学历，专业为计算机科学与技术，目标方向是软件质量保证分析师与测试工程师。重视工程质量、团队协作和持续学习。,"求职方向：软件质量保证分析师与测试工程师
教育背景：硕士｜计算机科学与技术
工作经历：在广州参与软件开发工程师工作7年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责软件开发工程师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用计算机科学与技术知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、数学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、技术设计、运营监控、操作与控制、故障排查、判断与决策、系统分析、系统评估、时间管理、人员资源管理
自我评价：我具备硕士学历，专业为计算机科学与技术，目标方向是软件质量保证分析师与测试工程师。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
CR0212,u212,大专,软件工程,3,深圳,15-1253.00,软件质量保证分析师与测试工程师,15-1252.00,软件开发工程师,阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、编程、运营监控、操作与控制、故障排查、质量控制分析、判断与决策、系统分析、系统评估、时间管理、物资资源管理,"{""2.A.1.a"": 0.604642, ""2.A.1.b"": 0.585516, ""2.A.1.c"": 0.578315, ""2.A.1.d"": 0.504711, ""2.A.1.e"": 0.382205, ""2.A.1.f"": 0.378349, ""2.A.2.a"": 0.640047, ""2.A.2.b"": 0.458655, ""2.A.2.c"": 0.44491, ""2.A.2.d"": 0.555534, ""2.B.1.a"": 0.279876, ""2.B.1.b"": 0.507122, ""2.B.1.c"": 0.368407, ""2.B.1.d"": 0.297594, ""2.B.1.e"": 0.296654, ""2.B.1.f"": 0.355038, ""2.B.2.i"": 0.524542, ""2.B.3.a"": 0.459858, ""2.B.3.b"": 0.391063, ""2.B.3.c"": 0.275909, ""2.B.3.d"": 0.217229, ""2.B.3.e"": 0.569491, ""2.B.3.g"": 0.370584, ""2.B.3.h"": 0.291076, ""2.B.3.j"": 0.259631, ""2.B.3.k"": 0.396951, ""2.B.3.l"": 0.194657, ""2.B.3.m"": 0.463456, ""2.B.4.e"": 0.429324, ""2.B.4.g"": 0.408503, ""2.B.4.h"": 0.436335, ""2.B.5.a"": 0.494125, ""2.B.5.b"": 0.269074, ""2.B.5.c"": 0.28064, ""2.B.5.d"": 0.278762}",在深圳参与软件质量保证分析师与测试工程师工作3年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责软件质量保证分析师与测试工程师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用软件工程知识解决实际业务问题。,我具备大专学历，专业为软件工程，目标方向是软件开发工程师。重视工程质量、团队协作和持续学习。,"求职方向：软件开发工程师
教育背景：大专｜软件工程
工作经历：在深圳参与软件质量保证分析师与测试工程师工作3年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责软件质量保证分析师与测试工程师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用软件工程知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、编程、运营监控、操作与控制、故障排查、质量控制分析、判断与决策、系统分析、系统评估、时间管理、物资资源管理
自我评价：我具备大专学历，专业为软件工程，目标方向是软件开发工程师。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
CR0213,u213,本科,数据科学与大数据技术,10,杭州,15-1254.00,网页开发工程师,15-1252.00,软件开发工程师,阅读理解、积极倾听、书面表达、口头表达、数学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、设备选型、编程、运营监控、故障排查、质量控制分析、判断与决策、系统分析、系统评估、时间管理、物资资源管理、人员资源管理,"{""2.A.1.a"": 0.546032, ""2.A.1.b"": 0.49763, ""2.A.1.c"": 0.480917, ""2.A.1.d"": 0.515251, ""2.A.1.e"": 0.401175, ""2.A.1.f"": 0.279685, ""2.A.2.a"": 0.559399, ""2.A.2.b"": 0.566757, ""2.A.2.c"": 0.461392, ""2.A.2.d"": 0.472704, ""2.B.1.a"": 0.359729, ""2.B.1.b"": 0.406851, ""2.B.1.c"": 0.412251, ""2.B.1.d"": 0.403695, ""2.B.1.e"": 0.359272, ""2.B.1.f"": 0.452602, ""2.B.2.i"": 0.452339, ""2.B.3.a"": 0.617807, ""2.B.3.b"": 0.324688, ""2.B.3.c"": 0.284958, ""2.B.3.d"": 0.206466, ""2.B.3.e"": 0.628579, ""2.B.3.g"": 0.329952, ""2.B.3.h"": 0.234837, ""2.B.3.j"": 0.182995, ""2.B.3.k"": 0.325485, ""2.B.3.l"": 0.171587, ""2.B.3.m"": 0.428916, ""2.B.4.e"": 0.513175, ""2.B.4.g"": 0.46991, ""2.B.4.h"": 0.407295, ""2.B.5.a"": 0.346252, ""2.B.5.b"": 0.178039, ""2.B.5.c"": 0.301821, ""2.B.5.d"": 0.333685}",在杭州参与网页开发工程师工作10年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责网页开发工程师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用数据科学与大数据技术知识解决实际业务问题。,我具备本科学历，专业为数据科学与大数据技术，目标方向是软件开发工程师。重视工程质量、团队协作和持续学习。,"求职方向：软件开发工程师
教育背景：本科｜数据科学与大数据技术
工作经历：在杭州参与网页开发工程师工作10年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责网页开发工程师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用数据科学与大数据技术知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、数学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、设备选型、编程、运营监控、故障排查、质量控制分析、判断与决策、系统分析、系统评估、时间管理、物资资源管理、人员资源管理
自我评价：我具备本科学历，专业为数据科学与大数据技术，目标方向是软件开发工程师。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
CR0214,u214,本科,网络工程,6,成都,15-1255.00,网页与数字界面设计师,15-2031.00,运筹分析师,阅读理解、积极倾听、书面表达、口头表达、数学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、编程、运营监控、质量控制分析、判断与决策、系统分析、系统评估、时间管理、财务资源管理、物资资源管理、人员资源管理,"{""2.A.1.a"": 0.499856, ""2.A.1.b"": 0.55365, ""2.A.1.c"": 0.513218, ""2.A.1.d"": 0.469914, ""2.A.1.e"": 0.477846, ""2.A.1.f"": 0.217784, ""2.A.2.a"": 0.615625, ""2.A.2.b"": 0.523904, ""2.A.2.c"": 0.436165, ""2.A.2.d"": 0.508837, ""2.B.1.a"": 0.442826, ""2.B.1.b"": 0.495024, ""2.B.1.c"": 0.432944, ""2.B.1.d"": 0.379632, ""2.B.1.e"": 0.488126, ""2.B.1.f"": 0.333938, ""2.B.2.i"": 0.494614, ""2.B.3.a"": 0.366336, ""2.B.3.b"": 0.430653, ""2.B.3.c"": 0.255688, ""2.B.3.d"": 0.176803, ""2.B.3.e"": 0.586688, ""2.B.3.g"": 0.297863, ""2.B.3.h"": 0.115143, ""2.B.3.j"": 0.192698, ""2.B.3.k"": 0.21855, ""2.B.3.l"": 0.168626, ""2.B.3.m"": 0.28247, ""2.B.4.e"": 0.557293, ""2.B.4.g"": 0.414169, ""2.B.4.h"": 0.462895, ""2.B.5.a"": 0.443878, ""2.B.5.b"": 0.309137, ""2.B.5.c"": 0.283982, ""2.B.5.d"": 0.377467}",在成都参与网页与数字界面设计师工作6年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责网页与数字界面设计师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用网络工程知识解决实际业务问题。,我具备本科学历，专业为网络工程，目标方向是运筹分析师。重视工程质量、团队协作和持续学习。,"求职方向：运筹分析师
教育背景：本科｜网络工程
工作经历：在成都参与网页与数字界面设计师工作6年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责网页与数字界面设计师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用网络工程知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、数学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、编程、运营监控、质量控制分析、判断与决策、系统分析、系统评估、时间管理、财务资源管理、物资资源管理、人员资源管理
自我评价：我具备本科学历，专业为网络工程，目标方向是运筹分析师。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
CR0215,u215,硕士,信息安全,2,武汉,15-2031.00,运筹分析师,15-2051.00,数据科学家,阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、编程、判断与决策、系统分析、系统评估、时间管理、人员资源管理,"{""2.A.1.a"": 0.526422, ""2.A.1.b"": 0.541155, ""2.A.1.c"": 0.586793, ""2.A.1.d"": 0.568447, ""2.A.1.e"": 0.752657, ""2.A.1.f"": 0.481634, ""2.A.2.a"": 0.606454, ""2.A.2.b"": 0.609924, ""2.A.2.c"": 0.409943, ""2.A.2.d"": 0.333877, ""2.B.1.a"": 0.349479, ""2.B.1.b"": 0.366266, ""2.B.1.c"": 0.41957, ""2.B.1.d"": 0.31114, ""2.B.1.e"": 0.408025, ""2.B.1.f"": 0.420451, ""2.B.2.i"": 0.601311, ""2.B.3.a"": 0.652519, ""2.B.3.b"": 0.267727, ""2.B.3.c"": 0.173767, ""2.B.3.d"": 0.198667, ""2.B.3.e"": 0.33108, ""2.B.3.g"": 0.241121, ""2.B.3.h"": 0.249126, ""2.B.3.j"": 0.203366, ""2.B.3.k"": 0.220426, ""2.B.3.l"": 0.21034, ""2.B.3.m"": 0.243808, ""2.B.4.e"": 0.561714, ""2.B.4.g"": 0.651306, ""2.B.4.h"": 0.637028, ""2.B.5.a"": 0.499281, ""2.B.5.b"": 0.234981, ""2.B.5.c"": 0.256214, ""2.B.5.d"": 0.341308}",在武汉参与运筹分析师工作2年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责运筹分析师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用信息安全知识解决实际业务问题。,我具备硕士学历，专业为信息安全，目标方向是数据科学家。重视工程质量、团队协作和持续学习。,"求职方向：数据科学家
教育背景：硕士｜信息安全
工作经历：在武汉参与运筹分析师工作2年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责运筹分析师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用信息安全知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、编程、判断与决策、系统分析、系统评估、时间管理、人员资源管理
自我评价：我具备硕士学历，专业为信息安全，目标方向是数据科学家。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
CR0216,u216,大专,计算机科学与技术,9,西安,15-2051.00,数据科学家,15-1211.00,计算机系统分析师,阅读理解、积极倾听、书面表达、口头表达、数学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、安装、编程、运营监控、质量控制分析、判断与决策、系统分析、系统评估、时间管理、财务资源管理、人员资源管理,"{""2.A.1.a"": 0.614859, ""2.A.1.b"": 0.512527, ""2.A.1.c"": 0.669921, ""2.A.1.d"": 0.572378, ""2.A.1.e"": 0.495797, ""2.A.1.f"": 0.211632, ""2.A.2.a"": 0.512521, ""2.A.2.b"": 0.489145, ""2.A.2.c"": 0.471736, ""2.A.2.d"": 0.433623, ""2.B.1.a"": 0.401033, ""2.B.1.b"": 0.342859, ""2.B.1.c"": 0.434465, ""2.B.1.d"": 0.405592, ""2.B.1.e"": 0.460646, ""2.B.1.f"": 0.344198, ""2.B.2.i"": 0.48587, ""2.B.3.a"": 0.381751, ""2.B.3.b"": 0.246373, ""2.B.3.c"": 0.158721, ""2.B.3.d"": 0.299985, ""2.B.3.e"": 0.44581, ""2.B.3.g"": 0.300437, ""2.B.3.h"": 0.275167, ""2.B.3.j"": 0.239607, ""2.B.3.k"": 0.18035, ""2.B.3.l"": 0.153359, ""2.B.3.m"": 0.386415, ""2.B.4.e"": 0.479639, ""2.B.4.g"": 0.550117, ""2.B.4.h"": 0.506456, ""2.B.5.a"": 0.460898, ""2.B.5.b"": 0.337202, ""2.B.5.c"": 0.262369, ""2.B.5.d"": 0.405971}",在西安参与数据科学家工作9年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责数据科学家相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用计算机科学与技术知识解决实际业务问题。,我具备大专学历，专业为计算机科学与技术，目标方向是计算机系统分析师。重视工程质量、团队协作和持续学习。,"求职方向：计算机系统分析师
教育背景：大专｜计算机科学与技术
工作经历：在西安参与数据科学家工作9年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责数据科学家相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用计算机科学与技术知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、数学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、安装、编程、运营监控、质量控制分析、判断与决策、系统分析、系统评估、时间管理、财务资源管理、人员资源管理
自我评价：我具备大专学历，专业为计算机科学与技术，目标方向是计算机系统分析师。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
CR0217,u217,本科,软件工程,5,北京,15-1211.00,计算机系统分析师,15-2051.00,数据科学家,阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、设备选型、编程、运营监控、操作与控制、故障排查、质量控制分析、判断与决策、系统分析、系统评估、时间管理、财务资源管理、物资资源管理、人员资源管理,"{""2.A.1.a"": 0.653918, ""2.A.1.b"": 0.617617, ""2.A.1.c"": 0.51451, ""2.A.1.d"": 0.621522, ""2.A.1.e"": 0.441258, ""2.A.1.f"": 0.35255, ""2.A.2.a"": 0.540205, ""2.A.2.b"": 0.634732, ""2.A.2.c"": 0.460669, ""2.A.2.d"": 0.548946, ""2.B.1.a"": 0.430739, ""2.B.1.b"": 0.447694, ""2.B.1.c"": 0.383193, ""2.B.1.d"": 0.320294, ""2.B.1.e"": 0.442825, ""2.B.1.f"": 0.418161, ""2.B.2.i"": 0.607059, ""2.B.3.a"": 0.493097, ""2.B.3.b"": 0.419595, ""2.B.3.c"": 0.283747, ""2.B.3.d"": 0.224178, ""2.B.3.e"": 0.533823, ""2.B.3.g"": 0.375364, ""2.B.3.h"": 0.297553, ""2.B.3.j"": 0.260566, ""2.B.3.k"": 0.513285, ""2.B.3.l"": 0.215992, ""2.B.3.m"": 0.420892, ""2.B.4.e"": 0.593504, ""2.B.4.g"": 0.526473, ""2.B.4.h"": 0.504806, ""2.B.5.a"": 0.49497, ""2.B.5.b"": 0.309658, ""2.B.5.c"": 0.316384, ""2.B.5.d"": 0.436268}",在北京参与计算机系统分析师工作5年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责计算机系统分析师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用软件工程知识解决实际业务问题。,我具备本科学历，专业为软件工程，目标方向是数据科学家。重视工程质量、团队协作和持续学习。,"求职方向：数据科学家
教育背景：本科｜软件工程
工作经历：在北京参与计算机系统分析师工作5年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责计算机系统分析师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用软件工程知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、设备选型、编程、运营监控、操作与控制、故障排查、质量控制分析、判断与决策、系统分析、系统评估、时间管理、财务资源管理、物资资源管理、人员资源管理
自我评价：我具备本科学历，专业为软件工程，目标方向是数据科学家。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
CR0218,u218,本科,数据科学与大数据技术,1,上海,15-1212.00,信息安全分析师,15-1242.00,数据库管理员,阅读理解、积极倾听、书面表达、口头表达、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、编程、运营监控、设备维护、故障排查、质量控制分析、判断与决策、系统分析、系统评估、时间管理、人员资源管理,"{""2.A.1.a"": 0.568657, ""2.A.1.b"": 0.559824, ""2.A.1.c"": 0.469652, ""2.A.1.d"": 0.508302, ""2.A.1.e"": 0.202761, ""2.A.1.f"": 0.303205, ""2.A.2.a"": 0.496989, ""2.A.2.b"": 0.564603, ""2.A.2.c"": 0.38558, ""2.A.2.d"": 0.41441, ""2.B.1.a"": 0.428069, ""2.B.1.b"": 0.443119, ""2.B.1.c"": 0.356907, ""2.B.1.d"": 0.41888, ""2.B.1.e"": 0.382403, ""2.B.1.f"": 0.415762, ""2.B.2.i"": 0.480963, ""2.B.3.a"": 0.464138, ""2.B.3.b"": 0.314938, ""2.B.3.c"": 0.251826, ""2.B.3.d"": 0.220835, ""2.B.3.e"": 0.361377, ""2.B.3.g"": 0.39402, ""2.B.3.h"": 0.139412, ""2.B.3.j"": 0.311399, ""2.B.3.k"": 0.282661, ""2.B.3.l"": 0.228255, ""2.B.3.m"": 0.421314, ""2.B.4.e"": 0.452853, ""2.B.4.g"": 0.46104, ""2.B.4.h"": 0.47228, ""2.B.5.a"": 0.42297, ""2.B.5.b"": 0.224467, ""2.B.5.c"": 0.169373, ""2.B.5.d"": 0.371673}",在上海参与信息安全分析师工作1年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责信息安全分析师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用数据科学与大数据技术知识解决实际业务问题。,我具备本科学历，专业为数据科学与大数据技术，目标方向是数据库管理员。重视工程质量、团队协作和持续学习。,"求职方向：数据库管理员
教育背景：本科｜数据科学与大数据技术
工作经历：在上海参与信息安全分析师工作1年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责信息安全分析师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用数据科学与大数据技术知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、编程、运营监控、设备维护、故障排查、质量控制分析、判断与决策、系统分析、系统评估、时间管理、人员资源管理
自我评价：我具备本科学历，专业为数据科学与大数据技术，目标方向是数据库管理员。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
